Order Number,Order Date,Order Date (year),"Order Date (month,day)",Delivery Date,Receipt Date,Completed Date,Supplier Code,Supplier Name,Order Status,SubTotal,Currency,SubTotal (GBP)
PO-00008907,2019-09-26,2019,2019-09-26,2019-10-15,2019-10-11,2019-10-11,Company90,Company90,Complete,3075.0,GBP,3075.0
PO-00008908,2019-09-26,2019,2019-09-26,2019-10-02,2019-10-01,2019-10-01,Company126,Company126,Complete,1511.25,GBP,1511.25
PO-00008910,2019-09-27,2019,2019-09-27,2019-11-15,2019-10-30,2019-10-30,Company16,Company16,Complete,48676.5,GBP,48676.5
PO-00008911,2019-09-27,2019,2019-09-27,2019-10-23,2019-10-23,2019-10-23,Company260,Company260,Complete,899.625,GBP,899.625
PO-00008916,2019-09-30,2019,2019-09-30,2019-09-30,2019-09-30,2019-09-30,Company208,Company208,Complete,0.0,GBP,0.0
PO-00008915,2019-09-30,2019,2019-09-30,2019-10-10,2019-10-08,2019-10-08,Company20,Company20,Complete,574.55,GBP,574.55
PO-00008914,2019-09-30,2019,2019-09-30,2019-10-28,2019-10-28,2019-10-28,Company19,Company19,Complete,907.875,GBP,907.875
PO-00008913,2019-09-30,2019,2019-09-30,2019-10-04,2019-10-02,2019-10-02,Company216,Company216,Complete,1075.0,GBP,1075.0
PO-00008912,2019-09-30,2019,2019-09-30,2019-10-23,2019-10-22,2019-10-22,Company13,Company13,Complete,3677.5,GBP,3677.5
PO-00008918,2019-09-30,2019,2019-09-30,2019-10-11,2019-12-03,2019-12-03,Company208,Company208,Complete,0.0,GBP,0.0
PO-00008918/1,2019-09-30,2019,2019-09-30,2019-10-11,Not received yet,Not received yet,Company208,Company208,Placed,0.0,GBP,0.0
PO-00008923,2019-10-01,2019,2019-10-01,2019-11-18,2019-12-04,2019-12-04,Company313,Company313,Complete,521.85,EUR,459.875
PO-00008921,2019-10-01,2019,2019-10-01,2019-10-03,2019-10-03,2019-10-03,Company12,Company12,Complete,56.25,GBP,56.25
PO-00008925,2019-10-01,2019,2019-10-01,2019-10-04,2019-10-02,2019-10-02,Company277,Company277,Complete,169.60000000000002,GBP,169.60000000000002
PO-00008926,2019-10-01,2019,2019-10-01,2019-10-18,2019-10-21,2019-10-21,Company15,Company15,Complete,1975.0,GBP,1975.0
PO-00008922,2019-10-01,2019,2019-10-01,2019-10-17,2019-10-14,2019-10-14,Company8,Company8,Complete,3331.5499999999997,GBP,3331.5499999999997
PO-00008927,2019-10-01,2019,2019-10-01,2019-11-01,2019-10-03,2019-10-03,Company63,Company63,Complete,1015.05,GBP,1015.05
PO-00008919,2019-10-01,2019,2019-10-01,2019-10-11,2019-10-04,2019-10-04,Company214,Company214,Complete,528.5,GBP,528.5
PO-00008927/1,2019-10-01,2019,2019-10-01,2019-11-01,2019-10-29,2019-10-29,Company63,Company63,Complete,1184.225,GBP,1184.225
PO-00008920,2019-10-01,2019,2019-10-01,2019-10-09,2019-10-09,2019-10-09,Company215,Company215,Complete,4370.6,GBP,4370.6
PO-00008928,2019-10-01,2019,2019-10-01,2019-10-07,2019-10-03,2019-10-03,Company93,Company93,Complete,221.875,GBP,221.875
PO-00008933,2019-10-02,2019,2019-10-02,2019-10-02,2019-10-03,2019-10-03,Company26,Company26,Complete,188.97500000000002,GBP,188.97500000000002
PO-00008934/1,2019-10-02,2019,2019-10-02,2019-10-25,2019-10-10,2019-10-10,Company61,Company61,Complete,1581.375,GBP,1581.375
PO-00008934/2,2019-10-02,2019,2019-10-02,2019-10-25,2019-10-10,2019-10-10,Company61,Company61,Complete,141.375,GBP,141.375
PO-00008936/1,2019-10-02,2019,2019-10-02,2019-10-25,2019-12-11,2019-12-11,Company297,Company297,Complete,8.075,GBP,8.075
PO-00008934,2019-10-02,2019,2019-10-02,2019-10-25,2019-10-09,2019-10-09,Company61,Company61,Complete,3340.825,GBP,3340.825
PO-00008948,2019-10-02,2019,2019-10-02,2019-10-30,2019-10-30,2019-10-30,Company55,Company55,Complete,3302.5,GBP,3302.5
PO-00008946,2019-10-02,2019,2019-10-02,2019-10-30,2019-10-23,2019-10-23,Company298,Company298,Complete,432.0,GBP,432.0
PO-00008947,2019-10-02,2019,2019-10-02,2019-10-11,2019-10-04,2019-10-04,Company250,Company250,Complete,387.5,GBP,387.5
PO-00008929,2019-10-02,2019,2019-10-02,2019-10-30,2019-10-29,2019-10-29,Company85,Company85,Complete,1437.5,EUR,1266.75
PO-00008943,2019-10-02,2019,2019-10-02,2019-10-14,2019-10-11,2019-10-11,Company294,Company294,Complete,67.625,GBP,67.625
PO-00008932,2019-10-02,2019,2019-10-02,2019-10-16,2019-10-17,2019-10-17,Company314,Company314,Complete,6460.0,EUR,5692.625
PO-00008931,2019-10-02,2019,2019-10-02,2019-10-10,2019-10-10,2019-10-10,Company13,Company13,Complete,2187.7000000000003,GBP,2187.7000000000003
PO-00008945,2019-10-02,2019,2019-10-02,2019-10-02,2019-10-04,2019-10-04,Company167,Company167,Complete,247.95000000000002,GBP,247.95000000000002
PO-00008941,2019-10-02,2019,2019-10-02,2019-10-09,2019-10-09,2019-10-09,Company299,Company299,Complete,39.875,GBP,39.875
PO-00008942,2019-10-02,2019,2019-10-02,2019-10-02,2019-10-09,2019-10-09,Company252,Company252,Complete,249.875,GBP,249.875
PO-00008939,2019-10-02,2019,2019-10-02,2019-10-07,2019-10-04,2019-10-04,Company30,Company30,Complete,37.5,GBP,37.5
PO-00008938,2019-10-02,2019,2019-10-02,2019-10-03,2019-10-03,2019-10-03,Company191,Company191,Complete,2015.0,GBP,2015.0
PO-00008937,2019-10-02,2019,2019-10-02,2019-10-14,2019-10-09,2019-10-09,Company267,Company267,Complete,217.25,GBP,217.25
PO-00008936,2019-10-02,2019,2019-10-02,2019-10-25,2019-10-15,2019-10-15,Company297,Company297,Complete,4317.6,GBP,4317.6
PO-00008935,2019-10-02,2019,2019-10-02,2019-10-02,2019-10-03,2019-10-03,Company52,Company52,Complete,2103.8,GBP,2103.8
PO-00008930,2019-10-02,2019,2019-10-02,2019-10-07,2019-10-07,2019-10-07,Company93,Company93,Complete,585.0,GBP,585.0
PO-00008940,2019-10-02,2019,2019-10-02,2019-10-02,2019-10-03,2019-10-03,Company193,Company193,Complete,24.474999999999998,GBP,24.474999999999998
PO-00008944,2019-10-02,2019,2019-10-02,2019-10-02,2019-10-07,2019-10-07,Company300,Company300,Complete,806.4499999999999,GBP,806.4499999999999
PO-00008952,2019-10-03,2019,2019-10-03,2019-10-25,2019-10-24,2019-10-24,Company63,Company63,Complete,184.175,GBP,184.175
PO-00008951,2019-10-03,2019,2019-10-03,2019-10-08,2019-10-07,2019-10-07,Company44,Company44,Complete,1666.5,GBP,1666.5
PO-00008950,2019-10-03,2019,2019-10-03,2019-10-28,2019-10-29,2019-10-29,Company187,Company187,Complete,3000.0,GBP,3000.0
PO-00008954/1,2019-10-04,2019,2019-10-04,2019-11-20,2019-11-18,2019-11-18,Company14,Company14,Complete,1358.1,GBP,1358.1
PO-00008960/1,2019-10-04,2019,2019-10-04,2019-10-25,2019-10-28,2019-10-28,Company19,Company19,Complete,2927.1,GBP,2927.1
PO-00008954,2019-10-04,2019,2019-10-04,2019-10-21,2019-10-14,2019-10-14,Company14,Company14,Complete,2280.625,GBP,2280.625
PO-00008959/1,2019-10-04,2019,2019-10-04,2019-10-18,2019-10-14,2019-10-14,Company11,Company11,Complete,2137.5,GBP,2137.5
PO-00008955,2019-10-04,2019,2019-10-04,2019-10-08,2019-10-09,2019-10-09,Company118,Company118,Complete,1015.1999999999999,GBP,1015.1999999999999
PO-00008956,2019-10-04,2019,2019-10-04,2019-10-10,2019-10-09,2019-10-09,Company58,Company58,Complete,2247.0,GBP,2247.0
PO-00008957,2019-10-04,2019,2019-10-04,2019-10-04,2019-10-08,2019-10-08,Company20,Company20,Complete,257.6,GBP,257.6
PO-00008958,2019-10-04,2019,2019-10-04,2019-10-07,2019-10-08,2019-10-08,Company315,Company315,Complete,311.125,GBP,311.125
PO-00008959,2019-10-04,2019,2019-10-04,2019-10-18,2019-10-07,2019-10-07,Company11,Company11,Complete,392.25,GBP,392.25
PO-00008960,2019-10-04,2019,2019-10-04,2019-10-25,2019-10-11,2019-10-11,Company19,Company19,Complete,281.90000000000003,GBP,281.90000000000003
PO-00008961,2019-10-04,2019,2019-10-04,2019-10-09,2019-10-07,2019-10-07,Company26,Company26,Complete,383.7,GBP,383.7
PO-00008964/1,2019-10-06,2019,2019-10-06,2019-12-22,2019-12-03,2019-12-03,Company85,Company85,Complete,6617.5,EUR,5831.425
PO-00008964,2019-10-06,2019,2019-10-06,2019-12-22,2019-10-24,2019-10-24,Company85,Company85,Complete,1330.0,EUR,1172.025
PO-00008967/1,2019-10-07,2019,2019-10-07,2019-10-14,2019-10-16,2019-10-16,Company93,Company93,Complete,287.4,GBP,287.4
PO-00008966,2019-10-07,2019,2019-10-07,2019-10-21,2019-10-16,2019-10-16,Company212,Company212,Complete,1385.5,GBP,1385.5
PO-00008972,2019-10-07,2019,2019-10-07,2019-10-23,2019-10-22,2019-10-22,Company10,Company10,Complete,11462.5,GBP,11462.5
PO-00008973,2019-10-07,2019,2019-10-07,2019-10-14,2019-10-10,2019-10-10,Company255,Company255,Complete,625.0,USD,477.1
PO-00008971,2019-10-07,2019,2019-10-07,2019-10-18,2019-10-15,2019-10-15,Company35,Company35,Complete,1314.0,GBP,1314.0
PO-00008970,2019-10-07,2019,2019-10-07,2019-10-07,2019-10-07,2019-10-07,Company208,Company208,Complete,0.0,GBP,0.0
PO-00008969,2019-10-07,2019,2019-10-07,2019-10-22,2019-10-21,2019-10-21,Company8,Company8,Complete,7342.474999999999,GBP,7342.474999999999
PO-00008968,2019-10-07,2019,2019-10-07,2019-11-05,2019-11-06,2019-11-06,Company38,Company38,Complete,1111.0,GBP,1111.0
PO-00008967,2019-10-07,2019,2019-10-07,2019-10-14,2019-10-14,2019-10-14,Company93,Company93,Complete,16258.5,GBP,16258.5
PO-00008965,2019-10-07,2019,2019-10-07,2019-10-15,2019-10-15,2019-10-15,Company97,Company97,Complete,56.25,GBP,56.25
PO-00008974,2019-10-08,2019,2019-10-08,2019-10-08,2019-10-08,2019-10-08,Company208,Company208,Complete,0.0,GBP,0.0
PO-00008975,2019-10-08,2019,2019-10-08,2019-12-06,2019-12-11,2019-12-11,Company19,Company19,Complete,611.125,GBP,611.125
PO-00008976,2019-10-08,2019,2019-10-08,2019-10-08,2019-10-11,2019-10-11,Company167,Company167,Complete,54.0,GBP,54.0
PO-00008977,2019-10-08,2019,2019-10-08,2019-12-13,2019-12-10,2019-12-10,Company217,Company217,Complete,2811.95,EUR,2477.9249999999997
PO-00008978,2019-10-08,2019,2019-10-08,2019-10-08,2019-10-09,2019-10-09,Company91,Company91,Complete,5046.0,GBP,5046.0
PO-00008982,2019-10-09,2019,2019-10-09,2019-10-31,2019-11-12,2019-11-12,Company246,Company246,Complete,4995.875,EUR,4402.45
PO-00008979,2019-10-09,2019,2019-10-09,2019-10-18,2019-10-18,2019-10-18,Company316,Company316,Complete,563.0,EUR,496.125
PO-00008980,2019-10-09,2019,2019-10-09,2019-10-09,2019-10-15,2019-10-15,Company317,Company317,Complete,295.0,GBP,295.0
PO-00008981,2019-10-09,2019,2019-10-09,2019-10-09,2019-10-09,2019-10-09,Company281,Company281,Complete,538.6,GBP,538.6
PO-00008989,2019-10-10,2019,2019-10-10,2019-11-14,2019-11-21,2019-11-21,Company9,Company9,Complete,502.15000000000003,GBP,502.15000000000003
PO-00008983,2019-10-10,2019,2019-10-10,2019-10-25,2019-10-21,2019-10-21,Company8,Company8,Complete,8052.775000000001,GBP,8052.775000000001
PO-00008990,2019-10-10,2019,2019-10-10,2019-10-21,2019-10-22,2019-10-22,Company214,Company214,Complete,669.0,GBP,669.0
PO-00008987,2019-10-10,2019,2019-10-10,2019-11-21,2019-10-29,2019-10-29,Company1,Company1,Complete,1245.375,GBP,1245.375
PO-00008988/1,2019-10-10,2019,2019-10-10,2019-10-31,2019-11-08,2019-11-08,Company119,Company119,Complete,333.0,GBP,333.0
PO-00008988,2019-10-10,2019,2019-10-10,2019-10-31,2019-11-06,2019-11-06,Company119,Company119,Complete,3829.5,GBP,3829.5
PO-00008986,2019-10-10,2019,2019-10-10,2019-10-31,2019-10-29,2019-10-29,Company63,Company63,Complete,1522.5749999999998,GBP,1522.5749999999998
PO-00008983/1,2019-10-10,2019,2019-10-10,2019-10-25,2019-10-29,2019-10-29,Company8,Company8,Complete,221.1,GBP,221.1
PO-00008985,2019-10-10,2019,2019-10-10,2019-11-04,2019-11-01,2019-11-01,Company15,Company15,Complete,7235.325000000001,GBP,7235.325000000001
PO-00008984,2019-10-10,2019,2019-10-10,2019-11-15,2019-11-27,2019-11-27,Company203,Company203,Complete,4450.0,GBP,4450.0
PO-00008993,2019-10-11,2019,2019-10-11,2019-10-11,2019-10-14,2019-10-14,Company167,Company167,Complete,136.95,GBP,136.95
PO-00008991,2019-10-11,2019,2019-10-11,2019-11-01,2019-10-23,2019-10-23,Company217,Company217,Complete,1343.1999999999998,EUR,1183.6499999999999
PO-00008992,2019-10-11,2019,2019-10-11,2019-10-15,2019-10-15,2019-10-15,Company193,Company193,Complete,13.025,GBP,13.025
PO-00008995,2019-10-11,2019,2019-10-11,2019-10-18,2019-10-21,2019-10-21,Company208,Company208,Complete,0.0,GBP,0.0
PO-00008998,2019-10-14,2019,2019-10-14,2019-10-21,2019-10-15,2019-10-15,Company208,Company208,Complete,0.0,GBP,0.0
PO-00008997,2019-10-14,2019,2019-10-14,2019-10-16,2019-10-16,2019-10-16,Company25,Company25,Complete,1103.0,GBP,1103.0
PO-00008999,2019-10-14,2019,2019-10-14,2019-10-18,2019-10-16,2019-10-16,Company318,Company318,Complete,218.775,GBP,218.775
PO-00008998/1,2019-10-14,2019,2019-10-14,2019-10-25,2019-10-22,2019-10-22,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009003,2019-10-14,2019,2019-10-14,2019-10-17,2019-10-16,2019-10-16,Company93,Company93,Complete,160.55,GBP,160.55
PO-00009002,2019-10-14,2019,2019-10-14,2019-10-17,2019-10-21,2019-10-21,Company26,Company26,Complete,151.2,GBP,151.2
PO-00009005/1,2019-10-15,2019,2019-10-15,2019-10-30,2019-10-28,2019-10-28,Company275,Company275,Complete,3225.75,EUR,2842.575
PO-00009008,2019-10-15,2019,2019-10-15,2019-10-18,2019-10-21,2019-10-21,Company287,Company287,Complete,360.0,GBP,360.0
PO-00009005,2019-10-15,2019,2019-10-15,2019-10-30,2019-10-21,2019-10-21,Company275,Company275,Complete,0.0,EUR,0.0
PO-00009006,2019-10-15,2019,2019-10-15,2019-10-15,2019-10-15,2019-10-15,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009013,2019-10-15,2019,2019-10-15,2019-10-23,2019-10-24,2019-10-24,Company319,Company319,Complete,93.55000000000001,GBP,93.55000000000001
PO-00009012,2019-10-15,2019,2019-10-15,2019-10-18,2019-10-17,2019-10-17,Company168,Company168,Complete,194.95000000000002,GBP,194.95000000000002
PO-00009011,2019-10-15,2019,2019-10-15,2019-10-15,2019-10-17,2019-10-17,Company213,Company213,Complete,125.0,GBP,125.0
PO-00009010,2019-10-15,2019,2019-10-15,2019-10-17,2019-10-17,2019-10-17,Company52,Company52,Complete,227.15,GBP,227.15
PO-00009009,2019-10-15,2019,2019-10-15,2019-10-18,2019-10-16,2019-10-16,Company239,Company239,Complete,4886.0,GBP,4886.0
PO-00009007,2019-10-15,2019,2019-10-15,2019-10-31,2019-10-17,2019-10-17,Company236,Company236,Complete,112.55000000000001,EUR,99.17500000000001
PO-00009004,2019-10-15,2019,2019-10-15,2019-10-15,2019-10-17,2019-10-17,Company139,Company139,Complete,878.75,GBP,878.75
PO-00008996,2019-10-16,2019,2019-10-16,2019-10-29,2019-10-25,2019-10-25,Company8,Company8,Complete,5413.6,GBP,5413.6
PO-00009018,2019-10-16,2019,2019-10-16,2019-11-20,2019-12-12,2019-12-12,Company320,Company320,Complete,1922.9499999999998,GBP,1922.9499999999998
PO-00009017,2019-10-16,2019,2019-10-16,2019-11-14,2019-11-08,2019-11-08,Company120,Company120,Complete,0.0,EUR,0.0
PO-00009016,2019-10-16,2019,2019-10-16,2019-10-16,2019-10-16,2019-10-16,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009014,2019-10-16,2019,2019-10-16,2019-12-02,2019-11-29,2019-11-29,Company19,Company19,Complete,488.1,GBP,488.1
PO-00009019/1,2019-10-16,2019,2019-10-16,2019-11-01,2019-10-29,2019-10-29,Company13,Company13,Complete,5606.475,GBP,5606.475
PO-00009019,2019-10-16,2019,2019-10-16,2019-11-01,2019-10-22,2019-10-22,Company13,Company13,Complete,5335.0,GBP,5335.0
PO-00009023,2019-10-17,2019,2019-10-17,2019-10-25,Not received yet,Not received yet,Company126,Company126,Placed,141.7,GBP,141.7
PO-00009022,2019-10-17,2019,2019-10-17,2019-10-25,2019-10-21,2019-10-21,Company235,Company235,Complete,4242.275000000001,EUR,3738.35
PO-00009021,2019-10-17,2019,2019-10-17,2019-10-29,2019-10-22,2019-10-22,Company20,Company20,Complete,194.60000000000002,GBP,194.60000000000002
PO-00009020,2019-10-17,2019,2019-10-17,2019-10-17,2019-10-18,2019-10-18,Company301,Company301,Complete,925.0,EUR,815.125
PO-00009001,2019-10-17,2019,2019-10-17,2019-10-31,2019-10-31,2019-10-31,Company34,Company34,Complete,329280.19999999995,EUR,290165.85
PO-00009024/1,2019-10-18,2019,2019-10-18,2019-10-30,2019-11-07,2019-11-07,Company8,Company8,Complete,21.0,GBP,21.0
PO-00009024,2019-10-18,2019,2019-10-18,2019-10-30,2019-10-30,2019-10-30,Company8,Company8,Complete,1313.5,GBP,1313.5
PO-00009025,2019-10-18,2019,2019-10-18,2019-11-07,2019-11-05,2019-11-05,Company76,Company76,Complete,4987.5,USD,3807.25
PO-00009026,2019-10-18,2019,2019-10-18,2019-11-11,2019-11-01,2019-11-01,Company15,Company15,Complete,3160.0,GBP,3160.0
PO-00009030,2019-10-21,2019,2019-10-21,2019-10-21,2019-10-21,2019-10-21,Company85,Company85,Complete,1393.5,EUR,1227.975
PO-00009015,2019-10-21,2019,2019-10-21,2019-11-12,2019-11-15,2019-11-15,Company15,Company15,Complete,484.625,GBP,484.625
PO-00009029,2019-10-21,2019,2019-10-21,2019-10-25,2019-10-25,2019-10-25,Company37,Company37,Complete,97.5,GBP,97.5
PO-00009038,2019-10-22,2019,2019-10-22,2019-10-22,2019-10-22,2019-10-22,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009039,2019-10-22,2019,2019-10-22,2019-10-30,2019-10-31,2019-10-31,Company287,Company287,Complete,959.8000000000001,GBP,959.8000000000001
PO-00009040,2019-10-22,2019,2019-10-22,2019-12-10,2019-11-28,2019-11-28,Company301,Company301,Complete,45600.0,EUR,40183.3
PO-00009035/1,2019-10-22,2019,2019-10-22,2019-10-31,2019-10-25,2019-10-25,Company26,Company26,Complete,337.5,GBP,337.5
PO-00009036,2019-10-22,2019,2019-10-22,2019-11-04,2019-11-08,2019-11-08,Company12,Company12,Complete,459.6,GBP,459.6
PO-00009035,2019-10-22,2019,2019-10-22,2019-10-22,2019-10-24,2019-10-24,Company26,Company26,Complete,187.425,GBP,187.425
PO-00009034,2019-10-22,2019,2019-10-22,2019-11-12,2019-11-05,2019-11-05,Company239,Company239,Complete,2676.0,GBP,2676.0
PO-00009033,2019-10-22,2019,2019-10-22,2019-11-11,2019-11-08,2019-11-08,Company15,Company15,Complete,1341.2,GBP,1341.2
PO-00009032,2019-10-22,2019,2019-10-22,2019-11-12,2019-10-23,2019-10-23,Company25,Company25,Complete,1360.25,GBP,1360.25
PO-00009037,2019-10-22,2019,2019-10-22,2019-11-15,2019-11-06,2019-11-06,Company217,Company217,Complete,303.2,EUR,267.175
PO-00009032/1,2019-10-22,2019,2019-10-22,2019-11-14,2019-11-20,2019-11-20,Company25,Company25,Complete,551.5,GBP,551.5
PO-00009044,2019-10-23,2019,2019-10-23,2019-11-29,2019-11-28,2019-11-28,Company117,Company117,Complete,20250.0,EUR,17844.55
PO-00009051/1,2019-10-23,2019,2019-10-23,2020-01-20,Not received yet,Not received yet,Company185,Company185,Placed,15275.0,EUR,13460.525
PO-00009028,2019-10-23,2019,2019-10-23,2019-11-07,2019-11-01,2019-11-01,Company8,Company8,Complete,2259.3,GBP,2259.3
PO-00009047/1,2019-10-23,2019,2019-10-23,2020-01-21,Not received yet,Not received yet,Company222,Company222,Placed,3322.125,EUR,2927.5
PO-00009049/1,2019-10-23,2019,2019-10-23,2020-03-31,Not received yet,Not received yet,Company38,Company38,Placed,5988.0,GBP,5988.0
PO-00009045/1,2019-10-23,2019,2019-10-23,2019-11-05,2019-11-06,2019-11-06,Company97,Company97,Complete,37.5,GBP,37.5
PO-00009046/1,2019-10-23,2019,2019-10-23,2019-11-12,2019-12-11,2019-12-11,Company236,Company236,Complete,89.925,EUR,79.25
PO-00009028/1,2019-10-23,2019,2019-10-23,2019-11-07,2019-12-02,2019-12-02,Company8,Company8,Complete,5790.75,GBP,5790.75
PO-00009046/2,2019-10-23,2019,2019-10-23,2020-01-16,Not received yet,Not received yet,Company236,Company236,Placed,2.25,EUR,1.975
PO-00009046,2019-10-23,2019,2019-10-23,2019-11-12,2019-11-04,2019-11-04,Company236,Company236,Complete,8634.575,EUR,7608.9
PO-00009045,2019-10-23,2019,2019-10-23,2019-11-05,2019-11-04,2019-11-04,Company97,Company97,Complete,239.0,GBP,239.0
PO-00009052,2019-10-23,2019,2019-10-23,2019-10-23,2019-10-24,2019-10-24,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009047,2019-10-23,2019,2019-10-23,2020-01-21,2019-11-14,2019-11-14,Company222,Company222,Complete,2214.75,EUR,1951.675
PO-00009048,2019-10-23,2019,2019-10-23,2019-10-30,2019-10-29,2019-10-29,Company126,Company126,Complete,1743.75,GBP,1743.75
PO-00009049,2019-10-23,2019,2019-10-23,2020-03-31,2019-12-19,2019-12-19,Company38,Company38,Complete,1497.0,GBP,1497.0
PO-00009050,2019-10-23,2019,2019-10-23,2019-10-28,2019-10-28,2019-10-28,Company318,Company318,Complete,143.52499999999998,GBP,143.52499999999998
PO-00009042,2019-10-23,2019,2019-10-23,2019-11-18,2019-11-14,2019-11-14,Company19,Company19,Complete,967.4250000000001,GBP,967.4250000000001
PO-00009051,2019-10-23,2019,2019-10-23,2020-01-31,2019-12-12,2019-12-12,Company185,Company185,Complete,7637.5,EUR,6730.25
PO-00009056,2019-10-23,2019,2019-10-23,2019-10-31,2019-10-31,2019-10-31,Company321,Company321,Complete,146.05,EUR,128.7
PO-00009055,2019-10-23,2019,2019-10-23,2019-11-07,2019-11-01,2019-11-01,Company301,Company301,Complete,5650.0,EUR,4978.85
PO-00009054,2019-10-23,2019,2019-10-23,2019-10-25,2019-10-28,2019-10-28,Company52,Company52,Complete,27.0,GBP,27.0
PO-00009053,2019-10-23,2019,2019-10-23,2020-12-11,Not received yet,Not received yet,Company185,Company185,Placed,45825.0,EUR,40381.575
PO-00009059/2,2019-10-24,2019,2019-10-24,2019-11-05,2019-11-06,2019-11-06,Company228,Company228,Complete,3633.0,GBP,3633.0
PO-00009043/1,2019-10-24,2019,2019-10-24,2019-11-08,2019-11-20,2019-11-20,Company8,Company8,Complete,1.125,GBP,1.125
PO-00009043,2019-10-24,2019,2019-10-24,2019-11-08,2019-11-01,2019-11-01,Company8,Company8,Complete,1740.05,GBP,1740.05
PO-00009059/1,2019-10-24,2019,2019-10-24,2019-10-24,2019-10-29,2019-10-29,Company228,Company228,Complete,3633.0,GBP,3633.0
PO-00009067,2019-10-24,2019,2019-10-24,2019-10-28,2019-10-28,2019-10-28,Company52,Company52,Complete,174.20000000000002,GBP,174.20000000000002
PO-00009059,2019-10-24,2019,2019-10-24,2019-10-24,2019-10-24,2019-10-24,Company228,Company228,Complete,3633.0,GBP,3633.0
PO-00009061,2019-10-24,2019,2019-10-24,2019-10-31,2019-10-28,2019-10-28,Company287,Company287,Complete,2956.4249999999997,GBP,2956.4249999999997
PO-00009062,2019-10-24,2019,2019-10-24,2019-11-04,2019-10-30,2019-10-30,Company11,Company11,Complete,2178.5,GBP,2178.5
PO-00009063,2019-10-24,2019,2019-10-24,2019-10-29,2019-10-25,2019-10-25,Company80,Company80,Complete,322.75,GBP,322.75
PO-00009064,2019-10-24,2019,2019-10-24,2019-10-24,2019-10-25,2019-10-25,Company70,Company70,Complete,313.75,GBP,313.75
PO-00009065,2019-10-24,2019,2019-10-24,2019-11-08,Not received yet,Not received yet,Company208,Company208,Placed,0.0,GBP,0.0
PO-00009066,2019-10-24,2019,2019-10-24,2019-10-24,2019-10-24,2019-10-24,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009058,2019-10-24,2019,2019-10-24,2019-10-29,2019-11-01,2019-11-01,Company93,Company93,Complete,5709.700000000001,GBP,5709.700000000001
PO-00009068,2019-10-24,2019,2019-10-24,2019-12-05,Not received yet,Not received yet,Company38,Company38,Placed,3932.5,GBP,3932.5
PO-00009071,2019-10-25,2019,2019-10-25,2019-10-25,2019-10-25,2019-10-25,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009070,2019-10-25,2019,2019-10-25,2019-10-25,2019-10-25,2019-10-25,Company208,Company208,Complete,0.0,GBP,0.0
PO-00009069/2,2019-10-28,2019,2019-10-28,2019-11-12,2019-11-22,2019-11-22,Company8,Company8,Complete,1000.0,GBP,1000.0
PO-00009079/1,2019-10-28,2019,2019-10-28,2019-10-28,2019-11-01,2019-11-01,Company26,Company26,Complete,125.39999999999999,GBP,125.39999999999999
PO-00009069/1,2019-10-28,2019,2019-10-28,2019-11-12,2019-11-07,2019-11-07,Company8,Company8,Complete,1932.925,GBP,1932.925
PO-00009078/2,2019-10-28,2019,2019-10-28,2019-11-19,2019-11-13,2019-11-13,Company61,Company61,Complete,57.425,GBP,57.425
PO-00009078/1,2019-10-28,2019,2019-10-28,2019-11-19,2019-11-04,2019-11-04,Company61,Company61,Complete,1581.375,GBP,1581.375
PO-00009075,2019-10-28,2019,2019-10-28,2019-11-15,2019-11-25,2019-11-25,Company76,Company76,Complete,15006.25,USD,11455.150000000001
PO-00009087,2019-10-28,2019,2019-10-28,2019-11-15,2019-11-08,2019-11-08,Company297,Company297,Complete,4301.225,GBP,4301.225
PO-00009094,2019-10-28,2019,2019-10-28,2019-10-31,2019-11-01,2019-11-01,Company322,Company322,Complete,167.5,GBP,167.5
PO-00009093,2019-10-28,2019,2019-10-28,2019-11-12,2019-11-07,2019-11-07,Company35,Company35,Complete,527.4,GBP,527.4
PO-00009092,2019-10-28,2019,2019-10-28,2019-10-30,2019-10-30,2019-10-30,Company11,Company11,Complete,184.5,GBP,184.5
PO-00009091,2019-10-28,2019,2019-10-28,2019-10-31,2019-11-01,2019-11-01,Company135,Company135,Complete,1129.5,GBP,1129.5
PO-00009090,2019-10-28,2019,2019-10-28,2019-10-28,2019-11-01,2019-11-01,Company299,Company299,Complete,33.224999999999994,GBP,33.224999999999994
PO-00009089,2019-10-28,2019,2019-10-28,2019-11-08,2019-11-13,2019-11-13,Company300,Company300,Complete,806.4499999999999,GBP,806.4499999999999
PO-00009088,2019-10-28,2019,2019-10-28,2019-11-15,2019-11-08,2019-11-08,Company294,Company294,Complete,84.80000000000001,GBP,84.80000000000001
PO-00009086,2019-10-28,2019,2019-10-28,2019-10-28,2019-11-01,2019-11-01,Company267,Company267,Complete,194.75,GBP,194.75
PO-00009085,2019-10-28,2019,2019-10-28,2019-11-27,2019-11-27,2019-11-27,Company298,Company298,Complete,432.0,GBP,432.0
