Order Number,Order Date,Order Date (year),"Order Date (month,day)",Delivery Date,Receipt Date,Completed Date,Supplier Code,Supplier Name,Order Status,SubTotal,Currency,SubTotal (GBP)
PO-00006642/3,2018-08-10,2018,2019-08-10,2018-08-22,2018-08-28,2018-08-28,Company8,Company8,Complete,89.7,GBP,89.7
PO-00006653/1,2018-08-10,2018,2019-08-10,2018-08-15,2018-09-05,2018-09-05,Company63,Company63,Complete,328.5,GBP,328.5
PO-00006652,2018-08-10,2018,2019-08-10,2018-08-13,2018-08-13,2018-08-13,Company1,Company1,Complete,496.4,GBP,496.4
PO-00006651,2018-08-10,2018,2019-08-10,2018-08-10,2018-08-14,2018-08-14,Company51,Company51,Complete,476.25,GBP,476.25
PO-00006650,2018-08-10,2018,2019-08-10,2018-08-10,2018-08-15,2018-08-15,Company12,Company12,Complete,2421.25,GBP,2421.25
PO-00006642,2018-08-10,2018,2019-08-10,2018-08-22,2018-08-17,2018-08-17,Company8,Company8,Complete,5696.2,GBP,5696.2
PO-00006653,2018-08-10,2018,2019-08-10,2018-08-15,2018-08-14,2018-08-14,Company63,Company63,Complete,1314.0,GBP,1314.0
PO-00006658,2018-08-13,2018,2019-08-13,2018-08-13,2018-08-15,2018-08-15,Company8,Company8,Complete,12796.949999999999,GBP,12796.949999999999
PO-00006654,2018-08-13,2018,2019-08-13,2018-08-13,2018-08-16,2018-08-16,Company165,Company165,Complete,0.0,GBP,0.0
PO-00006657,2018-08-13,2018,2019-08-13,2018-08-23,2018-08-20,2018-08-20,Company11,Company11,Complete,1755.0,GBP,1755.0
PO-00006656,2018-08-13,2018,2019-08-13,2018-08-13,2018-08-20,2018-08-20,Company11,Company11,Complete,1450.1499999999999,GBP,1450.1499999999999
PO-00006660,2018-08-14,2018,2019-08-14,2018-08-15,2018-08-21,2018-08-21,Company8,Company8,Complete,22000.0,GBP,22000.0
PO-00006666,2018-08-14,2018,2019-08-14,2018-08-14,2018-08-15,2018-08-15,Company8,Company8,Complete,416.59999999999997,GBP,416.59999999999997
PO-00006665,2018-08-14,2018,2019-08-14,2018-09-04,2018-08-17,2018-08-17,Company1,Company1,Complete,1656.1750000000002,GBP,1656.1750000000002
PO-00006669,2018-08-14,2018,2019-08-14,2018-08-25,2018-08-16,2018-08-16,Company59,Company59,Complete,1370.0,GBP,1370.0
PO-00006671,2018-08-14,2018,2019-08-14,2018-08-20,2018-08-21,2018-08-21,Company93,Company93,Complete,369.6,GBP,369.6
PO-00006664,2018-08-14,2018,2019-08-14,2018-08-28,2018-08-27,2018-08-27,Company166,Company166,Complete,5623.75,GBP,5623.75
PO-00006667,2018-08-14,2018,2019-08-14,2018-08-14,2018-08-20,2018-08-20,Company11,Company11,Complete,4030.1,GBP,4030.1
PO-00006668,2018-08-14,2018,2019-08-14,2018-08-14,2018-08-14,2018-08-14,Company13,Company13,Complete,2068.5,GBP,2068.5
PO-00006674,2018-08-14,2018,2019-08-14,2018-08-29,2018-08-23,2018-08-23,Company14,Company14,Complete,2771.5499999999997,GBP,2771.5499999999997
PO-00006675,2018-08-14,2018,2019-08-14,2018-08-14,2018-08-20,2018-08-20,Company20,Company20,Complete,249.5,GBP,249.5
PO-00006661,2018-08-14,2018,2019-08-14,2018-08-28,2018-08-30,2018-08-30,Company42,Company42,Complete,1785.5,GBP,1785.5
PO-00006662,2018-08-14,2018,2019-08-14,2018-08-21,2018-08-15,2018-08-15,Company21,Company21,Complete,329.5,GBP,329.5
PO-00006663,2018-08-14,2018,2019-08-14,2018-08-14,2018-08-21,2018-08-21,Company4,Company4,Complete,1923.6000000000001,GBP,1923.6000000000001
PO-00006673,2018-08-14,2018,2019-08-14,2018-11-06,2018-12-19,2018-12-19,Company95,Company95,Complete,820.0,GBP,820.0
PO-00006676,2018-08-15,2018,2019-08-15,2018-08-15,2018-09-10,2018-09-10,Company123,Company123,Complete,919.0,GBP,919.0
PO-00006659,2018-08-16,2018,2019-08-16,2018-08-27,2018-08-22,2018-08-22,Company8,Company8,Complete,7386.849999999999,GBP,7386.849999999999
PO-00006659/2,2018-08-16,2018,2019-08-16,2018-08-27,2018-08-30,2018-08-30,Company8,Company8,Complete,15864.2,GBP,15864.2
PO-00006659/4,2018-08-16,2018,2019-08-16,2018-08-27,2018-08-31,2018-08-31,Company8,Company8,Complete,3610.0,GBP,3610.0
PO-00006659/1,2018-08-16,2018,2019-08-16,2018-08-27,2018-08-23,2018-08-23,Company8,Company8,Complete,690.9000000000001,GBP,690.9000000000001
PO-00006677,2018-08-16,2018,2019-08-16,2018-08-20,2018-08-20,2018-08-20,Company52,Company52,Complete,378.5,GBP,378.5
PO-00006659/3,2018-08-16,2018,2019-08-16,2018-08-27,2018-08-30,2018-08-30,Company8,Company8,Complete,3610.0,GBP,3610.0
PO-00006682,2018-08-16,2018,2019-08-16,2018-08-16,2018-08-31,2018-08-31,Company15,Company15,Complete,4470.0,GBP,4470.0
PO-00006678,2018-08-16,2018,2019-08-16,2018-08-16,2018-08-17,2018-08-17,Company167,Company167,Complete,84.7,GBP,84.7
PO-00006679,2018-08-16,2018,2019-08-16,2018-08-23,2018-08-20,2018-08-20,Company24,Company24,Complete,2367.5,GBP,2367.5
PO-00006680,2018-08-16,2018,2019-08-16,2018-08-16,2018-08-28,2018-08-28,Company16,Company16,Complete,405.0,GBP,405.0
PO-00006681,2018-08-16,2018,2019-08-16,2018-08-16,2018-08-21,2018-08-21,Company25,Company25,Complete,1008.45,GBP,1008.45
PO-00006687,2018-08-16,2018,2019-08-16,2018-08-23,2018-08-23,2018-08-23,Company102,Company102,Complete,9687.5,GBP,9687.5
PO-00006688,2018-08-16,2018,2019-08-16,2018-08-17,2018-08-17,2018-08-17,Company52,Company52,Complete,704.4,GBP,704.4
PO-00006683,2018-08-16,2018,2019-08-16,2018-08-31,2018-08-30,2018-08-30,Company47,Company47,Complete,2132.0,GBP,2132.0
PO-00006684,2018-08-16,2018,2019-08-16,2018-08-31,2018-09-03,2018-09-03,Company6,Company6,Complete,2122.5,GBP,2122.5
PO-00006685,2018-08-16,2018,2019-08-16,2018-08-24,2018-08-23,2018-08-23,Company14,Company14,Complete,2195.9,GBP,2195.9
PO-00006686,2018-08-16,2018,2019-08-16,2018-08-24,2018-08-23,2018-08-23,Company50,Company50,Complete,30772.0,GBP,30772.0
PO-00006692,2018-08-17,2018,2019-08-17,2018-08-17,2018-08-21,2018-08-21,Company114,Company114,Complete,687.4,GBP,687.4
PO-00006693,2018-08-17,2018,2019-08-17,2018-08-17,2018-08-20,2018-08-20,Company118,Company118,Complete,412.45,GBP,412.45
PO-00006694,2018-08-17,2018,2019-08-17,2018-08-31,2018-09-05,2018-09-05,Company146,Company146,Complete,1625.0,GBP,1625.0
PO-00006695,2018-08-17,2018,2019-08-17,2018-08-17,2018-08-20,2018-08-20,Company168,Company168,Complete,84.75,GBP,84.75
PO-00006696,2018-08-17,2018,2019-08-17,2018-08-28,2018-08-24,2018-08-24,Company8,Company8,Complete,3590.2999999999997,GBP,3590.2999999999997
PO-00006690/1,2018-08-17,2018,2019-08-17,2018-10-26,2018-10-25,2018-10-25,Company19,Company19,Complete,3577.45,GBP,3577.45
PO-00006691,2018-08-17,2018,2019-08-17,2018-09-07,2018-08-21,2018-08-21,Company61,Company61,Complete,293.825,GBP,293.825
PO-00006691/1,2018-08-17,2018,2019-08-17,2018-09-28,2018-09-12,2018-09-12,Company61,Company61,Complete,83.77499999999999,GBP,83.77499999999999
PO-00006689,2018-08-17,2018,2019-08-17,2018-08-27,2018-08-24,2018-08-24,Company92,Company92,Complete,648.75,GBP,648.75
PO-00006691/2,2018-08-17,2018,2019-08-17,2018-09-28,2018-10-19,2018-10-19,Company61,Company61,Complete,95.39999999999999,GBP,95.39999999999999
PO-00006698,2018-08-17,2018,2019-08-17,2018-08-24,2018-09-07,2018-09-07,Company19,Company19,Complete,148.5,GBP,148.5
PO-00006698/1,2018-08-17,2018,2019-08-17,2018-09-13,2018-09-21,2018-09-21,Company19,Company19,Complete,297.0,GBP,297.0
PO-00006690,2018-08-17,2018,2019-08-17,2018-10-11,2018-09-21,2018-09-21,Company19,Company19,Complete,199.1,GBP,199.1
PO-00006697,2018-08-17,2018,2019-08-17,2018-08-31,2018-09-04,2018-09-04,Company77,Company77,Complete,1773.5,GBP,1773.5
PO-00006703/1,2018-08-20,2018,2019-08-20,2018-08-20,2018-09-07,2018-09-07,Company6,Company6,Complete,3125.7,GBP,3125.7
PO-00006701,2018-08-20,2018,2019-08-20,2018-09-18,2018-09-13,2018-10-01,Company169,Company169,Complete,4152.7,GBP,4152.7
PO-00006703/2,2018-08-20,2018,2019-08-20,2018-08-20,2018-09-17,2018-09-17,Company6,Company6,Complete,347.29999999999995,GBP,347.29999999999995
PO-00006700,2018-08-20,2018,2019-08-20,2018-10-29,2018-10-22,2018-10-22,Company13,Company13,Complete,1916.3249999999998,GBP,1916.3249999999998
PO-00006699,2018-08-20,2018,2019-08-20,2018-10-08,2018-10-05,2018-10-05,Company1,Company1,Complete,1272.9,GBP,1272.9
PO-00006702,2018-08-20,2018,2019-08-20,2018-08-20,2018-08-23,2018-08-23,Company29,Company29,Complete,145.75,GBP,145.75
PO-00006703,2018-08-20,2018,2019-08-20,2018-08-20,2018-08-24,2018-08-24,Company6,Company6,Complete,2778.3999999999996,GBP,2778.3999999999996
PO-00006704,2018-08-20,2018,2019-08-20,2018-08-20,2018-08-20,2018-08-20,Company97,Company97,Complete,50.0,GBP,50.0
PO-00006713,2018-08-21,2018,2019-08-21,2018-08-21,2018-09-07,2018-09-07,Company22,Company22,Complete,2187.5,GBP,2187.5
PO-00006705/1,2018-08-21,2018,2019-08-21,2018-09-04,2018-09-03,2018-09-03,Company8,Company8,Complete,2610.55,GBP,2610.55
PO-00006705/2,2018-08-21,2018,2019-08-21,2018-09-04,2018-09-04,2018-09-04,Company8,Company8,Complete,1387.5,GBP,1387.5
PO-00006705,2018-08-21,2018,2019-08-21,2018-09-04,2018-08-31,2018-08-31,Company8,Company8,Complete,4152.45,GBP,4152.45
PO-00006705/3,2018-08-21,2018,2019-08-21,2018-11-20,2018-09-17,2018-09-17,Company8,Company8,Complete,1286.1000000000001,GBP,1286.1000000000001
PO-00006709/1,2018-08-21,2018,2019-08-21,2018-09-30,2018-09-06,2018-09-06,Company12,Company12,Complete,94.60000000000001,GBP,94.60000000000001
PO-00006707,2018-08-21,2018,2019-08-21,2018-09-03,2018-08-28,2018-08-28,Company11,Company11,Complete,877.5,GBP,877.5
PO-00006708,2018-08-21,2018,2019-08-21,2018-11-16,2018-10-03,2018-10-03,Company20,Company20,Complete,285.7,GBP,285.7
PO-00006709,2018-08-21,2018,2019-08-21,2018-09-30,2018-09-05,2018-09-05,Company12,Company12,Complete,367.2,GBP,367.2
PO-00006711,2018-08-21,2018,2019-08-21,2018-09-28,2018-09-14,2018-09-14,Company36,Company36,Complete,3055.0,GBP,3055.0
PO-00006712,2018-08-21,2018,2019-08-21,2018-08-21,2018-08-23,2018-08-23,Company93,Company93,Complete,638.75,GBP,638.75
PO-00006714,2018-08-21,2018,2019-08-21,2018-08-24,2018-08-28,2018-08-28,Company13,Company13,Complete,1925.75,GBP,1925.75
PO-00006718,2018-08-21,2018,2019-08-21,2018-08-21,2018-09-04,2018-09-04,Company40,Company40,Complete,5751.75,GBP,5751.75
PO-00006716,2018-08-21,2018,2019-08-21,2018-08-24,2018-08-24,2018-08-24,Company64,Company64,Complete,571.5,GBP,571.5
PO-00006717,2018-08-21,2018,2019-08-21,2018-08-27,2018-08-22,2018-08-22,Company136,Company136,Complete,500.0,GBP,500.0
PO-00006705/4,2018-08-21,2018,2019-08-21,2018-11-20,2018-10-31,2018-10-31,Company8,Company8,Complete,979.8000000000001,GBP,979.8000000000001
PO-00006719,2018-08-21,2018,2019-08-21,2018-09-13,2018-09-14,2018-09-14,Company19,Company19,Complete,2010.3,GBP,2010.3
PO-00006720,2018-08-21,2018,2019-08-21,2018-08-21,2018-08-30,2018-08-30,Company85,Company85,Complete,2522.7000000000003,EUR,2209.7999999999997
PO-00006721,2018-08-21,2018,2019-08-21,2018-09-20,2018-09-21,2018-09-21,Company1,Company1,Complete,184.25,GBP,184.25
PO-00006715,2018-08-21,2018,2019-08-21,2018-08-24,2018-08-24,2018-08-24,Company170,Company170,Complete,81.0,GBP,81.0
PO-00006712/1,2018-08-21,2018,2019-08-21,2018-08-21,2018-08-24,2018-08-24,Company93,Company93,Complete,273.75,GBP,273.75
PO-00006729,2018-08-22,2018,2019-08-22,2018-08-27,2018-08-29,2018-08-29,Company171,Company171,Complete,155.725,EUR,136.45
PO-00006727,2018-08-22,2018,2019-08-22,2018-08-23,2018-08-23,2018-08-23,Company79,Company79,Complete,644.4,GBP,644.4
PO-00006725,2018-08-22,2018,2019-08-22,2018-09-10,2018-08-24,2018-08-24,Company172,Company172,Complete,405.0,GBP,405.0
PO-00006724,2018-08-22,2018,2019-08-22,2018-08-22,2018-08-23,2018-08-23,Company48,Company48,Complete,62.5,GBP,62.5
PO-00006722,2018-08-22,2018,2019-08-22,2018-08-23,2018-08-23,2018-08-23,Company144,Company144,Complete,95.8,GBP,95.8
PO-00006723,2018-08-22,2018,2019-08-22,2018-08-24,2018-08-24,2018-08-24,Company173,Company173,Complete,80.25,GBP,80.25
PO-00006728,2018-08-22,2018,2019-08-22,2018-08-24,2018-08-24,2018-08-24,Company93,Company93,Complete,239.4,GBP,239.4
PO-00006737/2,2018-08-23,2018,2019-08-23,2018-09-20,2018-09-21,2018-09-21,Company88,Company88,Complete,812.5,GBP,812.5
PO-00006734/1,2018-08-23,2018,2019-08-23,2018-08-23,2018-09-10,2018-09-10,Company12,Company12,Complete,484.25,GBP,484.25
PO-00006734/2,2018-08-23,2018,2019-08-23,2018-08-23,2018-09-11,2018-09-11,Company12,Company12,Complete,1743.3000000000002,GBP,1743.3000000000002
PO-00006731/1,2018-08-23,2018,2019-08-23,2018-09-07,2018-10-08,2018-10-08,Company59,Company59,Complete,2140.0,GBP,2140.0
PO-00006737/1,2018-08-23,2018,2019-08-23,2018-09-20,2018-09-19,2018-09-19,Company88,Company88,Complete,1625.0,GBP,1625.0
PO-00006736,2018-08-23,2018,2019-08-23,2018-08-23,2018-08-31,2018-08-31,Company18,Company18,Complete,2622.5,GBP,2622.5
PO-00006731,2018-08-23,2018,2019-08-23,2018-09-07,2018-08-31,2018-09-03,Company59,Company59,Complete,5725.0,GBP,5725.0
PO-00006732,2018-08-23,2018,2019-08-23,2018-08-23,2018-08-24,2018-08-24,Company8,Company8,Complete,2263.625,GBP,2263.625
PO-00006739,2018-08-23,2018,2019-08-23,2018-08-23,2018-08-24,2018-08-24,Company30,Company30,Complete,312.5,GBP,312.5
PO-00006738,2018-08-23,2018,2019-08-23,2018-08-23,2018-08-27,2018-08-27,Company29,Company29,Complete,677.4250000000001,GBP,677.4250000000001
PO-00006737,2018-08-23,2018,2019-08-23,2018-09-20,2018-09-17,2018-09-17,Company88,Company88,Complete,812.5,GBP,812.5
PO-00006733,2018-08-23,2018,2019-08-23,2018-08-23,2018-08-28,2018-08-28,Company26,Company26,Complete,889.8000000000001,GBP,889.8000000000001
PO-00006735,2018-08-23,2018,2019-08-23,2018-08-23,2018-08-27,2018-08-27,Company29,Company29,Complete,114.97500000000001,GBP,114.97500000000001
PO-00006734,2018-08-23,2018,2019-08-23,2018-08-23,2018-09-05,2018-09-05,Company12,Company12,Complete,2614.95,GBP,2614.95
PO-00006743,2018-08-24,2018,2019-08-24,2018-10-05,2018-10-04,2018-10-04,Company5,Company5,Complete,1667.6,GBP,1667.6
PO-00006742,2018-08-24,2018,2019-08-24,2018-10-29,2018-09-20,2018-09-20,Company13,Company13,Complete,8002.0,GBP,8002.0
PO-00006741,2018-08-24,2018,2019-08-24,2018-08-31,2018-08-30,2018-08-30,Company24,Company24,Complete,2083.5,GBP,2083.5
PO-00006610/2,2018-08-24,2018,2019-08-24,2019-03-31,2019-03-22,2019-03-22,Company38,Company38,Complete,14064.0,GBP,14064.0
PO-00006740,2018-08-24,2018,2019-08-24,2018-10-05,2018-10-05,2018-10-05,Company16,Company16,Complete,522.0,GBP,522.0
PO-00006610/1,2018-08-24,2018,2019-08-24,2019-02-08,2019-02-11,2019-02-11,Company38,Company38,Complete,5625.599999999999,GBP,5625.599999999999
PO-00006745/1,2018-08-24,2018,2019-08-24,2018-10-26,2018-10-24,2018-10-24,Company38,Company38,Complete,24990.0,GBP,24990.0
PO-00006744,2018-08-24,2018,2019-08-24,2018-08-24,2018-09-24,2018-09-24,Company19,Company19,Complete,5137.6,GBP,5137.6
PO-00006742/2,2018-08-24,2018,2019-08-24,2018-10-29,2018-10-11,2018-10-11,Company13,Company13,Complete,2307.0,GBP,2307.0
PO-00006742/1,2018-08-24,2018,2019-08-24,2018-10-29,2018-10-09,2018-10-09,Company13,Company13,Complete,5767.5,GBP,5767.5
PO-00006747,2018-08-24,2018,2019-08-24,2018-09-28,2018-10-04,2018-10-04,Company38,Company38,Complete,2494.2,GBP,2494.2
PO-00006744/1,2018-08-24,2018,2019-08-24,2018-12-21,2018-12-21,2018-12-21,Company19,Company19,Complete,5137.6,GBP,5137.6
PO-00006610,2018-08-24,2018,2019-08-24,2019-03-31,2018-12-21,2018-12-21,Company38,Company38,Complete,8438.4,GBP,8438.4
PO-00006746,2018-08-24,2018,2019-08-24,2018-11-16,2018-10-24,2018-10-24,Company38,Company38,Complete,13090.0,GBP,13090.0
PO-00006745,2018-08-24,2018,2019-08-24,2018-10-26,2018-09-28,2018-09-28,Company38,Company38,Complete,3570.0,GBP,3570.0
PO-00006753,2018-08-27,2018,2019-08-27,2018-08-27,2018-09-03,2018-09-03,Company29,Company29,Complete,52.05,GBP,52.05
PO-00006753/1,2018-08-27,2018,2019-08-27,2018-08-27,2018-09-03,2018-09-03,Company29,Company29,Complete,44.400000000000006,GBP,44.400000000000006
PO-00006754,2018-08-27,2018,2019-08-27,2018-09-21,2018-09-17,2018-09-17,Company174,Company174,Complete,3762.0,USD,2871.75
PO-00006749/1,2018-08-27,2018,2019-08-27,2018-11-28,2018-11-21,2018-11-21,Company71,Company71,Complete,100.0,GBP,100.0
PO-00006753/2,2018-08-27,2018,2019-08-27,2018-08-27,2018-09-07,2018-09-07,Company29,Company29,Complete,46.3,GBP,46.3
PO-00006749,2018-08-27,2018,2019-08-27,2018-11-30,2018-09-12,2018-09-12,Company71,Company71,Complete,46.25,GBP,46.25
PO-00006750,2018-08-27,2018,2019-08-27,2018-09-04,2018-08-31,2018-08-31,Company10,Company10,Complete,6650.0,GBP,6650.0
PO-00006752,2018-08-27,2018,2019-08-27,2018-08-27,2018-08-28,2018-08-28,Company41,Company41,Complete,265.975,GBP,265.975
PO-00006756,2018-08-28,2018,2019-08-28,2018-08-30,2018-08-30,2018-08-30,Company117,Company117,Complete,137500.0,EUR,120445.0
PO-00006755,2018-08-28,2018,2019-08-28,2018-09-10,2018-09-04,2018-09-04,Company11,Company11,Complete,6072.6,GBP,6072.6
PO-00006757/3,2018-08-29,2018,2019-08-29,2018-09-07,2018-09-14,2018-09-14,Company8,Company8,Complete,938.5,GBP,938.5
PO-00006757/2,2018-08-29,2018,2019-08-29,2018-09-07,2018-09-10,2018-09-10,Company8,Company8,Complete,141.75,GBP,141.75
PO-00006764,2018-08-29,2018,2019-08-29,2018-08-29,2018-08-31,2018-08-31,Company118,Company118,Complete,1057.5,GBP,1057.5
PO-00006765,2018-08-29,2018,2019-08-29,2018-08-29,2018-09-10,2018-09-10,Company83,Company83,Complete,1963.75,GBP,1963.75
PO-00006757,2018-08-29,2018,2019-08-29,2018-09-07,2018-09-05,2018-09-05,Company8,Company8,Complete,775.0,GBP,775.0
PO-00006758,2018-08-29,2018,2019-08-29,2018-09-05,2018-09-03,2018-09-03,Company175,Company175,Complete,21.5,GBP,21.5
PO-00006757/4,2018-08-29,2018,2019-08-29,2018-09-07,2018-09-18,2018-09-18,Company8,Company8,Complete,187.7,GBP,187.7
PO-00006761,2018-08-29,2018,2019-08-29,2018-08-29,2018-09-03,2018-09-03,Company161,Company161,Complete,87.5,GBP,87.5
PO-00006762,2018-08-29,2018,2019-08-29,2018-09-03,2018-08-31,2018-08-31,Company95,Company95,Complete,155.0,GBP,155.0
PO-00006763,2018-08-29,2018,2019-08-29,2018-08-29,2018-08-31,2018-08-31,Company6,Company6,Complete,481.275,GBP,481.275
PO-00006757/5,2018-08-29,2018,2019-08-29,2018-09-07,2018-10-03,2018-10-03,Company8,Company8,Complete,2401.7,GBP,2401.7
PO-00006757/1,2018-08-29,2018,2019-08-29,2018-09-07,2018-09-06,2018-09-06,Company8,Company8,Complete,4971.025000000001,GBP,4971.025000000001
PO-00006769/1,2018-08-30,2018,2019-08-30,2019-02-07,2018-10-04,2018-10-04,Company19,Company19,Complete,1712.5,GBP,1712.5
PO-00006769/2,2018-08-30,2018,2019-08-30,2019-02-07,2019-02-13,2019-02-13,Company19,Company19,Complete,1712.5,GBP,1712.5
PO-00006772,2018-08-30,2018,2019-08-30,2018-08-30,2018-08-31,2018-08-31,Company18,Company18,Complete,1680.0,GBP,1680.0
PO-00006767,2018-08-30,2018,2019-08-30,2018-09-18,2018-09-13,2018-09-13,Company76,Company76,Complete,34500.0,USD,26335.9
PO-00006769,2018-08-30,2018,2019-08-30,2019-02-07,2018-09-17,2018-09-17,Company19,Company19,Complete,1712.5,GBP,1712.5
PO-00006770,2018-08-30,2018,2019-08-30,2018-08-30,2018-08-31,2018-08-31,Company144,Company144,Complete,1752.8,GBP,1752.8
PO-00006771,2018-08-30,2018,2019-08-30,2018-09-17,2018-10-19,2018-10-19,Company155,Company155,Complete,115000.0,EUR,100735.8
PO-00006773,2018-08-30,2018,2019-08-30,2018-09-14,2018-09-12,2018-09-12,Company10,Company10,Complete,11457.425000000001,GBP,11457.425000000001
PO-00006779,2018-08-31,2018,2019-08-31,2018-09-24,2018-09-24,2018-09-24,Company166,Company166,Complete,3341.25,GBP,3341.25
PO-00006768/1,2018-08-31,2018,2019-08-31,2018-09-12,2018-09-11,2018-09-11,Company8,Company8,Complete,95.55,GBP,95.55
PO-00006788,2018-08-31,2018,2019-08-31,2018-08-31,2018-09-05,2018-09-05,Company12,Company12,Complete,300.9,GBP,300.9
PO-00006787,2018-08-31,2018,2019-08-31,2018-08-31,2018-09-05,2018-09-05,Company25,Company25,Complete,667.8,GBP,667.8
PO-00006786,2018-08-31,2018,2019-08-31,2018-09-26,2018-09-26,2018-09-26,Company64,Company64,Complete,396.3,GBP,396.3
PO-00006785,2018-08-31,2018,2019-08-31,2018-08-31,2018-09-20,2018-09-20,Company13,Company13,Complete,6066.5,GBP,6066.5
PO-00006784,2018-08-31,2018,2019-08-31,2018-09-04,2018-09-04,2018-09-04,Company150,Company150,Complete,1594.5,GBP,1594.5
PO-00006783,2018-08-31,2018,2019-08-31,2018-09-04,2018-09-04,2018-09-04,Company8,Company8,Complete,1315.6,GBP,1315.6
PO-00006782,2018-08-31,2018,2019-08-31,2018-10-10,2018-09-11,2018-09-11,Company176,Company176,Complete,2124.15,GBP,2124.15
PO-00006781,2018-08-31,2018,2019-08-31,2018-08-31,2018-09-11,2018-09-11,Company157,Company157,Complete,722.0,GBP,722.0
PO-00006768/2,2018-08-31,2018,2019-08-31,2018-09-12,2018-09-12,2018-09-12,Company8,Company8,Complete,280.0,GBP,280.0
PO-00006768/3,2018-08-31,2018,2019-08-31,2018-10-22,2018-09-17,2018-09-17,Company8,Company8,Complete,516.8,GBP,516.8
PO-00006778,2018-08-31,2018,2019-08-31,2018-09-13,2018-09-14,2018-09-14,Company10,Company10,Complete,9023.75,GBP,9023.75
PO-00006777,2018-08-31,2018,2019-08-31,2018-08-31,2018-08-31,2018-08-31,Company8,Company8,Complete,5455.549999999999,GBP,5455.549999999999
PO-00006776,2018-08-31,2018,2019-08-31,2018-09-03,2018-09-03,2018-09-03,Company52,Company52,Complete,29.3,GBP,29.3
PO-00006774,2018-08-31,2018,2019-08-31,2018-09-10,2018-09-10,2018-09-10,Company11,Company11,Complete,765.9000000000001,GBP,765.9000000000001
PO-00006768/5,2018-08-31,2018,2019-08-31,2018-10-29,2018-10-23,2018-10-23,Company8,Company8,Complete,955.775,GBP,955.775
PO-00006768/4,2018-08-31,2018,2019-08-31,2018-10-22,2018-09-24,2018-09-24,Company8,Company8,Complete,201.9,GBP,201.9
PO-00006768,2018-08-31,2018,2019-08-31,2018-09-12,2018-09-10,2018-09-10,Company8,Company8,Complete,27656.625,GBP,27656.625
PO-00006780,2018-08-31,2018,2019-08-31,2018-08-31,2018-09-10,2018-09-10,Company93,Company93,Complete,177.5,GBP,177.5
PO-00006789,2018-09-03,2018,2019-09-03,2018-09-14,2018-09-04,2018-09-04,Company8,Company8,Complete,13793.95,GBP,13793.95
PO-00006790,2018-09-03,2018,2019-09-03,2018-09-05,2018-09-05,2018-09-05,Company102,Company102,Complete,976.5,GBP,976.5
